#Gene	P.Value	logFC
SLC9A3R2	0.000164554	-0.52520202
NA	0.000166848	-0.375631313
DISP1	0.000171766	-0.354116162
LRFN4	0.00017468	-0.283106061
CD200R1	0.000184296	-0.547272727
TRPM6	0.000195846	-0.418257576
MLLT4	0.000198902	-0.366085859
SH3RF2	0.000200971	-0.383383838
PRODH	0.000214899	-0.706742424
AKAP1	0.000223566	-0.220631313
C9orf173	0.000224017	-0.22540404
HLA-DPB1	0.000228133	0.793636364
HNRNPA1	0.000239523	0.226489899
CD2	0.000244539	0.743813131
FAM125B	0.000257843	0.336363636
MRGPRG	0.000268831	-0.214646465
MIA3	0.000272353	-0.377348485
CTSC	0.000276045	-0.384545455
YIPF1	0.00027922	-0.222323232
ACER2	0.000285818	-0.325075758
NA	0.000289957	-0.807752525
COL5A1	0.000291276	0.330227273
IL12RB1	0.000291761	0.283030303
SLC39A8	0.000294256	-0.479848485
NA	0.000307137	-0.319419192
FAM177A1	0.000307318	-0.241111111
CA2	0.000313835	-0.660883838
HLA-DPA1	0.000322577	0.73209596
NLRC3	0.000324195	0.647550505
CD5	0.000325084	0.328106061
LRRN3	0.000326797	0.389469697
DPP4	0.000328028	-0.626060606
CCL26	0.000331156	-1.215
NA	0.00034126	0.486136364
NCOA7	0.000342697	0.659242424
FASLG	0.000349736	0.430707071
TNF	0.000351654	0.782752525
GCNT3	0.000365853	-0.531641414
STMN1	0.000367802	0.441363636
PAG1	0.000368091	0.362853535
LOXL4	0.000368817	-0.456414141
GFOD1	0.000392199	-0.303611111
CST3	0.000394523	-0.240277778
KLHDC7B	0.000397963	0.582424242
CEP72	0.000412564	-0.464040404
CD36	0.000418336	-0.850530303
LFNG	0.000419245	-0.47530303
CEBPE	0.000422917	-0.949141414
AFF1	0.000429156	-0.311060606
LRRC8A	0.000435274	-0.453661616
ADRB2	0.000437682	0.55260101
HLA-DRB1	0.000441738	0.585959596
ATP6V0B	0.000448995	-0.225353535
NA	0.000449757	-0.339393939
NA	0.000454188	-0.221742424
C6orf105	0.000456636	0.648989899
SLC24A3	0.000469155	-0.594570707
NA	0.000469789	-0.535757576
3-Mar	0.000470119	-0.343358586
HPGD	0.000492173	-0.460050505
NA	0.000509828	-0.359116162
SMO	0.000515413	0.350454545
MMP28	0.000520481	-0.320429293
SRGAP1	0.000526027	-0.300505051
TRIM7	0.000528875	-0.383055556
TMEM44	0.000530868	-0.259772727
C1QB	0.00053157	0.783560606
PCDHGA2	0.000534021	-0.248131313
NA	0.00054303	-0.301792929
FAM59A	0.000551373	-0.288838384
GINS2	0.000558804	0.310732323
NA	0.000560352	-0.349924242
VNN2	0.000562486	0.767121212
COMTD1	0.000568695	-0.266010101
NA	0.000571015	-0.538611111
UPK1B	0.000577975	-0.721212121
LETM1	0.000579253	-0.284848485
EIF3E	0.000587724	0.191969697
OBFC1	0.000603319	-0.380252525
NPM1	0.000604551	0.184419192
LOC100188947	0.000613622	-0.201969697
ANKRD13C	0.000614613	-0.230555556
THBS1	0.000623312	-0.414343434
SNORD17	0.000630896	-0.652777778
C1orf183	0.000631354	-0.308939394
MEX3D	0.000647178	-0.371767677
CD8A	0.000650629	0.368661616
NA	0.000661072	-0.441691919
CMYA5	0.000665273	-0.338863636
ND4	0.000673942	-0.400883838
KCNJ16	0.000691599	-0.689520202
MLXIP	0.000696766	-0.233106061
HDGF	0.000698002	-0.402474747
CIITA	0.000708634	0.633434343
CD9	0.000714168	-0.418964646
INTS10	0.000716913	0.231565657
LAMB3	0.000721315	-0.518813131
OSTalpha	0.000723167	-0.358661616
NA	0.00072488	0.846590909
NA	0.000735265	-0.311085859
SPOCK2	0.000745282	0.619646465
HDC	0.000749878	-0.641616162
CYP24A1	0.000762691	0.413712121
VAT1	0.000766344	-0.271767677
NCEH1	0.000768683	-0.236616162
PCSK6	0.000772264	-0.305
NA	0.000773654	-0.490984848
GPR68	0.000775036	0.494015152
STX1A	0.00081349	-0.330732323
ARMCX1	0.000864861	0.241388889
SLC10A3	0.000880765	-0.219318182
NA	0.000893911	-0.391691919
NA	0.000896001	0.771186869
C3	0.000897546	0.769469697
LOC153811	0.000918539	-0.332045455
CTNND1	0.000922882	-0.251287879
CRB3	0.000924922	-0.28219697
SCML4	0.000936349	0.551085859
GALNT5	0.000950918	-0.385530303
C1orf210	0.000952415	-0.228838384
FEZ1	0.0009533	0.329166667
CD247	0.000954891	0.384116162
SNORA74B	0.00096305	-0.282752525
SUSD2	0.000969539	-0.53209596
LMTK3	0.000981945	-0.379444444
CREB3L4	0.000985624	-0.385631313
NA	0.000986509	-0.254671717
TYMS	0.000987465	0.438712121
C3	0.001006265	0.74479798
GNB1L	0.001007354	-0.248207071
RNU105A	0.001021639	-0.496792929
EXOC3L4	0.0010311	0.496388889
RHOD	0.001031477	-0.313661616
MPPED2	0.001052075	-0.35770202
SPDEF	0.001085735	-0.451287879
FAM177B	0.001094435	-0.517550505
C1QA	0.001096815	0.576237374
MUTED	0.001098803	-0.207323232
FA2H	0.001111713	-0.410429293
GATA2	0.001120401	-0.575050505
NA	0.001124064	-0.416262626
TMEM111	0.001138201	-0.318787879
SNORA73A	0.001141683	-0.537424242
TMEM63C	0.001150307	-0.455555556
HLA-DMA	0.00115575	0.49270202
MCM5	0.00115759	0.334974747
GAB3	0.001163152	0.301313131
CD3D	0.001163334	0.619393939
HLA-DRB3	0.001170447	0.561691919
ANGPTL4	0.001173833	-0.71530303
ENDOD1	0.001176404	-0.307348485
NA	0.00118981	-0.401489899
RPS2	0.001202114	0.224848485
SERINC5	0.001212676	-0.396136364
PHF8	0.001216857	-0.334949495
ITGAL	0.001224943	0.486540404
HAPLN2	0.001236428	-0.431313131
STXBP5	0.001246246	-0.22229798
EGFL6	0.001246727	-0.644722222
CD8B	0.001246858	0.573181818
LGALS7	0.001254972	-0.81719697
SSFA2	0.00125854	-0.286388889
RPL10A	0.001282554	0.205075758
NME4	0.001340728	0.268611111
LRRFIP2	0.001363014	-0.238989899
NA	0.001365792	-0.280757576
LCK	0.001376744	0.441363636
TMEM102	0.001392409	-0.207045455
NA	0.001400919	-0.255984848
ANPEP	0.001426126	-0.502020202
ELOVL5	0.001427647	-0.367929293
NA	0.001432466	-0.235883838
NA	0.001437551	-0.249924242
FAM125B	0.001450735	0.354141414
SH2D1B	0.001451307	-0.69290404
COX3	0.001460714	-0.339873737
ASPH	0.001464285	-0.320580808
TLK2	0.001487497	-0.213282828
RNU105A	0.001489852	-0.489823232
UNG	0.001493551	0.232424242
RPS2	0.001495666	0.227474747
C3orf26	0.001496748	0.214368687
C5orf63	0.001517734	-0.295782828
RPL24	0.001519271	0.165075758
NA	0.001521281	-0.325454545
KLC2	0.001527448	-0.179015152
LMNA	0.001530352	-0.243686869
CCL20	0.001534702	0.690833333
MRPL34	0.001545876	-0.146515152
BCL2L11	0.001564562	-0.436489899
CCR5	0.001565677	0.548080808
ND5	0.001576048	-0.495934343
CPA4	0.001592253	-0.688636364
BDKRB2	0.001607123	-0.321641414
NA	0.001633004	0.145176768
ZNF710	0.001633744	-0.239141414
FER1L6	0.001638995	-0.37040404
CDKN1C	0.001650685	-0.324924242
RPPH1	0.001670633	-0.491893939
XLOC_002130	0.001705496	-0.828257576
TOX2	0.001707722	0.615707071
SBDS	0.001708955	-0.298358586
NA	0.001714207	-0.360782828
BIRC5	0.001717743	0.468964646
CDCA3	0.001719	0.433535354
CXXC5	0.001733279	-0.235934343
NA	0.001741379	-0.254343434
FAM3C	0.00174397	-0.306136364
PDLIM5	0.001749397	-0.269090909
DKFZP547L112	0.001769431	-0.326565657
CNST	0.001771811	-0.283510101
TPD52	0.001779405	-0.235176768
NA	0.001780786	-0.164065657
NTS	0.001786601	-0.835833333
TMEM178	0.001789956	-0.280176768
ZBTB7C	0.001792842	-0.282777778
GPRC5A	0.00179906	-0.457954545
SPON2	0.00180424	-0.55270202
LAPTM5	0.001835701	0.584393939
CCL25	0.001839973	0.590176768
EEF1B2	0.001859461	0.186388889
GAS5	0.00186125	0.291590909
PNPLA2	0.00186548	-0.255075758
NA	0.001871953	-0.196414141
ADCY4	0.001879711	-0.358535354
TM4SF1	0.001880436	-0.673762626
CCBL1	0.001890584	-0.392474747
LOC100131094	0.001892628	-0.394065657
CHDH	0.001907838	-0.267474747
IL20RB	0.001922274	-0.430378788
GPR119	0.001980742	-0.220984848
NA	0.002003888	-0.265505051
CREB3L1	0.002004596	-0.290782828
FUT6	0.002007117	-0.320833333
PAG1	0.002025634	0.297348485
ANKRD58	0.002049839	0.428888889
SNX3	0.002056654	0.180050505
ATP6V0A1	0.002061421	-0.201944444
LOC401397	0.002064115	0.161060606
NA	0.002081297	-0.154747475
RPL5	0.002107838	0.197146465
TPBG	0.002117563	-0.249494949
PRKACB	0.002127582	0.214318182
IL21R	0.002145779	0.576767677
RPL5	0.002147806	0.210479798
RPL19	0.002151602	0.182121212
DYTN	0.002168032	-0.311439394
DOCK9	0.002190699	-0.337020202
CCR6	0.002238097	0.43
LOC100289090	0.002244499	0.553964646
NCR3	0.002248128	0.620277778
FZD1	0.002256711	-0.273030303
TBC1D10C	0.002327883	0.625126263
NA	0.002328734	-0.200631313
GBP5	0.002359878	0.699621212
NA	0.002363589	-0.37729798
HLA-DMA	0.002389955	0.497676768
IKZF2	0.002390156	-0.256287879
TFEB	0.002396891	-0.356161616
ACYP2	0.00240681	0.224873737
NA	0.002407146	-0.376969697
NA	0.002443335	-0.364015152
NA	0.00246615	-0.29989899
DEFB1	0.002471404	-0.69290404
FBXO32	0.002475555	-0.35459596
CHEK1	0.002504936	0.204040404
HPGDS	0.00251567	-0.338232323
POLDIP3	0.002521615	-0.283838384
TCN1	0.002522168	-0.766919192
SPTAN1	0.002536305	-0.241994949
APBB1IP	0.002538888	0.405353535
TMBIM1	0.002539515	-0.28270202
MS4A6A	0.002558379	0.384646465
BTN3A1	0.002607582	0.29
GSTM2	0.002608327	0.279217172
GPC1	0.002614846	-0.328737374
SPAG5	0.002620989	0.347045455
SP8	0.002629344	-0.250656566
GFI1	0.002648028	0.224949495
TMEM211	0.002648552	-0.432626263
C5orf13	0.002705301	0.346085859
FAM122B	0.002705939	-0.193207071
CD44	0.002726846	-0.387373737
INPP5A	0.002739965	-0.14709596
BRD3	0.002781164	-0.282752525
LRFN4	0.002782791	-0.251363636
LYSMD2	0.002790142	0.275
ACOX2	0.002796523	0.232651515
ATP1A1	0.002813588	-0.309520202
ATP6	0.002830037	-0.330631313
NA	0.002841714	0.333181818
RPL24	0.002852544	0.145479798
FLJ14186	0.002860679	-0.286186869
PVRL4	0.002871719	-0.362676768
MOCS1	0.002877513	-0.273813131
NA	0.002877911	-0.231843434
NAA40	0.002878045	0.260227273
NA	0.002894472	-0.187777778
HPDL	0.002913064	-0.638106061
NA	0.002918161	-0.150454545
TMEM106B	0.002956247	-0.222474747
NA	0.002975167	1.981540404
DOCK8	0.002991754	0.3975
RAP1GAP	0.003011348	-0.262373737
SAA2	0.003013616	0.561515152
NA	0.003043458	0.178964646
BRD3	0.003055055	-0.230025253
NA	0.003072639	-0.448560606
ATG16L1	0.003074653	-0.225934343
NEURL3	0.003078779	0.521111111
CCDC97	0.003086684	0.120479798
CEP350	0.003093575	-0.210631313
LRRC8D	0.003097612	-0.325959596
ZDHHC21	0.003103663	-0.323232323
GLCE	0.003109813	-0.239419192
TMEM104	0.003133837	-0.218838384
FUT3	0.00315873	-0.299772727
SLC34A3	0.003165259	-0.218510101
CLTB	0.003166427	-0.231868687
ESD	0.003172467	0.289772727
NA	0.003176203	-0.428989899
ZNF497	0.003177747	-0.294621212
ZNF713	0.003184613	-0.290479798
PCMT1	0.003198816	-0.149444444
KIAA1324	0.003200999	-0.327424242
LOC100132273	0.003202014	-0.238510101
SLC17A5	0.003214585	-0.273232323
NA	0.003222815	-0.242070707
SCD5	0.00323219	-0.160883838
UTP20	0.003237693	-0.233535354
GIMAP6	0.003242854	0.415808081
SNORD3B-1	0.00325368	-0.741515152
RGS14	0.00326519	0.211237374
PRCP	0.00326693	0.166035354
XLOC_000670	0.003279718	-0.277979798
TIMP1	0.003326468	-0.328484848
KLRG2	0.003363115	-0.405656566
NA	0.003367797	-0.297727273
HYAL2	0.00339018	-0.19520202
NMB	0.00339984	-0.218257576
ADAP2	0.003414185	0.330707071
RSC1A1	0.003420522	-0.273585859
MCM5	0.00342759	0.392020202
FGFR4	0.003444925	-0.250858586
PCDHGA8	0.003456636	-0.258964646
KNTC1	0.003457681	0.176414141
KIAA0101	0.003461109	0.349621212
FAM83E	0.00346334	-0.193232323
RILPL1	0.003498344	-0.157121212
NA	0.003512572	-0.22459596
FAM108C1	0.003516351	-0.270631313
CPT1A	0.003523733	-0.240505051
NA	0.003549732	1.90709596
SPEN	0.003561285	-0.351287879
NA	0.003575736	-0.461262626
NA	0.003586036	-0.181868687
NA	0.003593126	-0.415505051
RNF222	0.003596232	-0.469570707
NA	0.003596444	-0.773434343
CMAS	0.00360602	0.323459596
SLC7A1	0.003623654	-0.301616162
NA	0.003630651	-0.39530303
C17orf76-AS1	0.003631725	0.213560606
ARL4A	0.003636833	-0.31520202
THEMIS	0.003644967	0.281969697
OXR1	0.003650133	-0.22729798
C6orf48	0.003654223	0.284419192
POLR1D	0.003662169	0.197550505
ARX	0.00367285	-0.206944444
MESP1	0.003698945	-0.421969697
VLDLR	0.003704171	-0.27290404
NA	0.003726909	-0.419292929
HDGFL1	0.003728428	-0.220883838
LOC100132273	0.003746171	-0.276540404
RPL19P12	0.003754399	0.162373737
CD8B	0.003755274	0.380530303
PCSK5	0.003765596	-0.294873737
NA	0.003767539	-0.411338384
CDC42EP2	0.003771697	-0.332222222
NPAS1	0.003780212	-0.229772727
NA	0.003800427	-0.237525253
HLA-DQA1	0.003820255	0.880151515
B4GALT1	0.003823172	-0.256843434
HLA-DQA1	0.003832314	0.901439394
TSPAN5	0.003844779	-0.270429293
RAP1GAP	0.003852705	-0.159267677
NA	0.003856326	-0.356363636
LOC254559	0.00385789	-0.255378788
LOC389834	0.003884233	-0.248762626
CYP2B6	0.003927012	-0.388005051
GALNT1	0.003929764	-0.300227273
ITGB7	0.003959843	0.459974747
NA	0.003964379	-0.256994949
RUNX1	0.003967518	-0.232550505
DCN	0.003985128	0.688737374
DOCK10	0.003998219	0.446338384
PCDH1	0.003998327	-0.182449495
FAM83D	0.004004829	-0.405353535
RPS6KB2	0.004032881	-0.169393939
PNRC1	0.004034474	0.230252525
LMNA	0.004051678	-0.297777778
NA	0.004052937	-0.224520202
IPPK	0.004054047	-0.245833333
TRAF3IP3	0.004061607	0.530631313
SPINT2	0.004088417	-0.173611111
LAMP2	0.004105274	-0.162247475
PTPRCAP	0.004110841	0.700606061
NA	0.004120742	-0.289545455
HS6ST2	0.004161054	-0.422020202
APBB1IP	0.004168333	0.525833333
HMHA1	0.004178487	0.556161616
RBM12B	0.004210874	-0.183409091
TNNC1	0.004225892	-0.458737374
FST	0.004238547	-0.345984848
SLC45A4	0.004240091	-0.265959596
PTPN22	0.004248344	0.271969697
EHF	0.004252579	-0.246565657
BOK	0.004258674	-0.264823232
CSNK1A1	0.004271728	-0.205883838
TMEM198	0.004281777	-0.193106061
PREX1	0.00429745	0.548207071
HMG20B	0.004323477	-0.163484848
PHF19	0.004330414	0.306363636
TMEM71	0.004332133	-0.386363636
PIGH	0.004333476	0.248686869
NA	0.004377604	-0.145934343
BDNF	0.004391289	-0.268409091
PHF21B	0.004406588	-0.217828283
NA	0.004410282	-0.264040404
NA	0.004413907	-0.198181818
SOX13	0.004421825	-0.345277778
NA	0.00443812	-0.314318182
ALDH1A3	0.004444461	-0.518257576
ALOX15B	0.004444814	-0.405984848
FXYD3	0.004452686	-0.20729798
ACOX1	0.004456597	-0.181590909
NA	0.004457509	-0.311010101
NA	0.004461408	-0.388383838
TEKT4	0.004478627	0.395353535
FGFBP1	0.004498423	-0.645328283
CDK19	0.004498621	-0.191161616
LOC100129129	0.004499999	-0.210277778
RPL7A	0.004518802	0.165151515
ARNTL2	0.004557487	-0.262323232
CD244	0.004557874	0.286515152
HBQ1	0.00458612	-0.207070707
ARGLU1	0.004586238	-0.348181818
TMEM43	0.00460332	-0.243383838
USP54	0.004628148	-0.226742424
NA	0.00464051	-0.388510101
PFKP	0.004644608	-0.219621212
KIAA1324	0.00467098	-0.300959596
C9orf7	0.004673314	-0.165858586
LCK	0.004693883	0.454823232
NA	0.004701096	-0.219393939
SLPI	0.004713748	-0.271136364
HLA-DPA1	0.004752818	0.605151515
P2RY1	0.004770323	-0.333813131
SYT8	0.004789985	-0.381919192
NOA1	0.004800314	0.20739899
SLAMF7	0.004806345	0.545808081
TOB1	0.004826135	-0.252752525
IL1R1	0.004845826	-0.219217172
B3GAT2	0.004881258	-0.19479798
NA	0.004881723	-0.218939394
FYN	0.004896475	0.435
TUFT1	0.004907642	-0.207171717
HIST1H3E	0.004912187	0.469772727
LOC91948	0.004916121	-0.207727273
NDOR1	0.004933698	-0.205454545
FAR1	0.004940125	-0.215858586
C1orf140	0.004946695	-0.241818182
PGRMC2	0.004993878	-0.222449495
CDCA7	0.005001039	0.473560606
RPL23A	0.00503532	0.132449495
TRIM59	0.005054562	0.185075758
NA	0.00505628	-0.717954545
MARCKS	0.005057828	0.224318182
PTPRN2	0.005083438	-0.344570707
TNRC6B	0.005097696	0.190656566
NA	0.005117014	-0.345050505
C10orf47	0.005127932	-0.209747475
ABCG1	0.005153779	-0.30219697
CHPF	0.005177071	-0.25469697
TMEM71	0.005197101	-0.304924242
MEF2C	0.005212609	0.633459596
LMO7	0.005219681	-0.316893939
LOC96610	0.005235764	1.122651515
C20orf27	0.005281785	0.28209596
C12orf54	0.005324109	-0.362727273
F3	0.005334826	-0.289949495
CD3E	0.005347181	0.219949495
DHX35	0.005362912	-0.351363636
ITGA4	0.005366146	0.271565657
CXCR7	0.005397466	0.391944444
RUSC1	0.005404373	-0.195454545
UBASH3A	0.005421768	0.297348485
NA	0.005465839	1.189015152
CDC7	0.005469774	0.178358586
ANKRD44	0.005481494	0.236919192
SLK	0.005489119	-0.302247475
HSD17B14	0.005496958	-0.169873737
NA	0.00552532	-0.280328283
IGSF9	0.005563178	-0.245606061
NA	0.005591038	-0.373459596
CD109	0.005594746	-0.346868687
ACAA2	0.005595286	0.222878788
NA	0.005595851	-0.336818182
EDN1	0.005621357	-0.348181818
VEGFA	0.005621937	-0.416717172
FCRL5	0.005628489	0.779873737
GNAI2	0.005636157	0.171085859
RPS16	0.005637541	0.138030303
AKAP12	0.005678754	-0.385126263
PCDHGA12	0.005693686	-0.146363636
NA	0.005756929	-0.25290404
ST8SIA1	0.005788971	0.210808081
EVL	0.00583488	0.346565657
SH3BGRL	0.005850345	0.170984848
EDN1	0.005857472	-0.339292929
NA	0.005867944	1.324318182
CYTB	0.005868945	-0.297222222
NA	0.005879298	-0.29280303
HEXB	0.005889969	-0.181590909
ANKRD13A	0.00590627	0.195707071
CYP24A1	0.005933544	0.361691919
CYP17A1	0.005941001	-0.213838384
BATF	0.005961669	0.330353535
MCF2L	0.005962424	-0.355959596
IL32	0.005962465	0.394873737
NA	0.005966318	-0.274671717
NA	0.00597769	-0.325631313
XLOC_004881	0.005977993	-0.3125
MOP-1	0.005978608	-0.22030303
FBXO30	0.005989701	-0.182727273
NA	0.005994184	-0.312929293
GMNN	0.00599471	0.262247475
NA	0.006002432	0.166010101
TM4SF1	0.006005418	-0.555959596
SOX21	0.006009048	-0.31780303
ATIC	0.006030556	0.218333333
TRAF3IP3	0.006090548	0.518838384
NA	0.006098979	-0.245252525
SNCAIP	0.006114356	0.262878788
HNRNPA1L2	0.006121868	0.221590909
DUSP8	0.006147373	-0.244242424
FYB	0.006156089	0.381792929
NA	0.006160124	-0.224040404
CD48	0.006179955	0.466919192
HDAC7	0.006191747	-0.191818182
NA	0.006205466	-0.215479798
GALNTL4	0.006251935	-0.262525253
SIGLECP3	0.006278822	-0.345277778
SEMA3F	0.006278866	-0.182121212
KLHDC7B	0.006293998	0.533207071
CDCA8	0.006305413	0.287777778
PRSS8	0.006305877	-0.295959596
TLK2	0.006306382	-0.27239899
CDR2L	0.006324434	-0.345656566
IGLL1	0.006339334	1.123838384
TNS4	0.006342684	-0.355858586
SLC16A3	0.006346514	-0.280075758
NA	0.006365182	-0.211212121
LRFN2	0.006409874	-0.225328283
CELF1	0.006411895	-0.254494949
C16orf54	0.006415445	0.36290404
CD276	0.006442084	-0.150176768
NA	0.006442446	0.125757576
ESRP1	0.006466225	-0.241010101
EML4	0.006481254	0.169368687
RIMS1	0.006483694	0.326944444
CTSL2	0.006498119	-0.618813131
NA	0.006507154	-0.297323232
NPM1	0.006519145	0.162626263
BCL11B	0.006538567	0.285757576
LOC283270	0.006563831	-0.235025253
MPP5	0.006585196	-0.241010101
psiTPTE22	0.006593692	-0.211843434
NA	0.006608037	-0.40030303
HK2	0.006611773	-0.324141414
RFXANK	0.006621882	0.154292929
LY9	0.006624684	0.383813131
IDO1	0.00665392	0.661590909
SH3PXD2A	0.006672303	-0.26040404
ASB13	0.006682189	-0.204267677
CPE	0.006719953	-0.362121212
LFNG	0.0067306	-0.244570707
LRRC26	0.00680986	-0.349520202
STK4	0.006820515	0.234494949
XLOC_014192	0.006824293	0.575252525
CECR1	0.006892425	0.473434343
HM13	0.006907963	-0.214116162
RAB12	0.006924807	-0.24270202
NA	0.006963757	1.587070707
ZNHIT3	0.00698333	0.115555556
LOC401286	0.006996607	-0.288257576
PRR15	0.007008591	-0.245909091
SLC47A2	0.007025259	0.301313131
NA	0.007040359	-0.352878788
AHNAK2	0.007084165	-0.428106061
VWA1	0.007086816	-0.256944444
SAP30BP	0.007130399	-0.190656566
TRPV6	0.007141972	-0.238459596
TLR7	0.007157935	0.242525253
NA	0.00721285	-0.338989899
C20orf134	0.007227058	-0.193434343
GATSL3	0.007230737	-0.225353535
SLAMF1	0.007236926	0.419873737
NA	0.007242322	-0.222878788
OXT	0.00728683	-0.23959596
LOC284379	0.007306109	-0.357929293
NA	0.007317876	-0.305934343
OIP5	0.007339389	0.268358586
SUSD3	0.007353709	0.425050505
NA	0.007405526	-0.421489899
GUCY1B3	0.007433844	-0.220808081
SFN	0.007434314	-0.403636364
VNN3	0.007441935	0.319494949
NA	0.007457797	1.551439394
PDCD1	0.00746007	0.505833333
SLC45A3	0.007470744	-0.362171717
TP53I11	0.007488257	-0.249520202
GJD3	0.007493196	0.248131313
SPATA2L	0.007493904	-0.176969697
AIF1	0.007504103	0.505151515
NA	0.007511231	0.310530303
ACP6	0.007512835	-0.255555556
NA	0.007537793	-0.296843434
TMEM30B	0.007575751	-0.254873737
AFAP1L1	0.007580509	0.293106061
CD52	0.007589239	0.704065657
CSF1R	0.007598042	0.496565657
ADAMDEC1	0.007604608	0.310505051
RN7SL1	0.00761234	-0.472222222
SLC38A9	0.007638821	-0.164772727
FBL	0.007661713	0.162550505
NA	0.007681127	-0.210530303
NA	0.007698392	-0.28459596
PRODH	0.007700648	-0.34969697
ND1	0.007715917	-0.281262626
CSF3	0.007720048	0.897272727
MYADM	0.007758948	-0.269772727
KLF4	0.007773714	-0.333484848
NA	0.00777475	0.191818182
CXCL13	0.007777686	0.849545455
GJB5	0.0078135	-0.233131313
POLR2G	0.007846011	0.133863636
SRGAP2	0.007851904	0.222222222
NA	0.007887494	1.113863636
LOC541471	0.00790063	-0.362979798
KIRREL2	0.007943793	-0.228939394
XKRX	0.007950736	0.238914141
NA	0.007985751	-0.257752525
LOC648771	0.007992631	0.200454545
CLINT1	0.008001187	-0.150883838
PROSC	0.008002877	-0.156792929
TRIM31	0.008040875	0.671540404
KRTAP2-1	0.008050789	-0.243661616
NONO	0.008052935	0.118914141
ND2	0.008075447	-0.320454545
TMEM87A	0.008078879	-0.243080808
ACY3	0.008082286	0.252020202
TNFRSF21	0.008082369	-0.161767677
GIMAP7	0.008086547	0.505378788
GPR18	0.008100461	0.438914141
RAB3D	0.00814929	-0.227651515
NA	0.008167045	-0.167247475
STK11	0.008178071	-0.194873737
NCOA4	0.008181639	-0.256035354
ZNF281	0.008189305	0.150934343
SERF1B	0.00819163	-0.210909091
NA	0.008196555	-0.216868687
ATP8	0.008201586	-0.486944444
HIST1H3B	0.008211733	0.486136364
HLA-DPB2	0.00822095	0.61760101
ZC3H12A	0.008243493	0.484545455
CHMP3	0.008267665	-0.149141414
NA	0.008267957	-0.186439394
FCGR3A	0.008277248	0.905757576
LOC728978	0.008287884	-0.381212121
EIF4A1	0.00829837	-0.184671717
DEFB4A	0.008304829	1.051212121
PSMB9	0.008306891	0.367171717
NA	0.008336616	0.305732323
GCFC1	0.008340755	-0.207853535
PRR4	0.008342205	-0.746287879
SLC12A2	0.008348622	-0.253888889
SLA	0.008356868	0.521717172
CXCR3	0.008359908	0.545479798
C21orf91	0.008422278	0.195454545
UBE2DNL	0.008427458	-0.236893939
CALB1	0.008429461	-0.695429293
HYAL4	0.008468045	-0.290681818
COX6B2	0.008471159	-0.304621212
NA	0.008475727	1.100176768
GSR	0.008512619	-0.254722222
NA	0.008556518	-0.239747475
