#Gene	P.Value	logFC
PCMTD2	5.37E-04	-0.78051721
IDH2	5.45E-04	-0.79023259
FMO5	5.65E-04	0.61039628
NUSAP1	5.65E-04	-0.58680928
PPAP2B	5.69E-04	-0.78907152
EEF1D	5.73E-04	1.14475328
KRT17	5.78E-04	0.6342321
EZR	5.84E-04	-0.57162556
SULT1A4	5.93E-04	0.76135032
9-Sep	5.94E-04	-0.71738055
ENAH	5.95E-04	-1.10292349
CKAP4	5.95E-04	-0.81165783
PCMT1	5.98E-04	-0.57917076
RHOF	6.03E-04	1.09492768
TENM1	6.07E-04	-0.71145482
SERPINE2	6.14E-04	-0.5972328
NEK2	6.17E-04	-0.63205185
MVP	6.18E-04	-0.57473405
GPC3	6.23E-04	-0.54170618
TOP2B	6.51E-04	-0.55519268
PPAP2B	6.51E-04	-0.84794123
FAM114A1	6.51E-04	0.59000284
RAD23B	6.56E-04	-0.73933877
KPNA2	6.57E-04	-0.62070219
COL9A3	6.73E-04	-0.5835043
ALDH1A1	6.80E-04	-0.78353635
ACTR3	6.87E-04	-0.96950162
ACTN1	6.91E-04	1.04872439
NIPSNAP1	6.95E-04	-0.54983109
C19orf26	6.96E-04	0.58443602
MATN3	7.03E-04	-1.54564461
HNRNPA2B1	7.09E-04	-0.67116262
SERPINE1	7.16E-04	1.22042057
RQCD1	7.25E-04	1.41573172
LILRB2	7.29E-04	0.80125012
SPP1	7.42E-04	0.69968263
USP1	7.43E-04	-0.54345763
RAB14	7.66E-04	-0.70826501
SLC2A3	7.73E-04	-0.8195381
GRSF1	7.81E-04	0.72532244
LGALS1	8.04E-04	-1.12183961
FABP1	8.06E-04	0.99593053
HSPB1	8.21E-04	-0.66268954
ACTR3	8.37E-04	-0.82628917
PNISR	8.55E-04	-0.81306304
ECT2	8.56E-04	-0.90533281
SEPHS2	8.65E-04	-0.54561847
APP	8.67E-04	-1.41521351
POTEKP	8.72E-04	-0.58147796
FN1	8.73E-04	0.52047131
HCRTR1	8.80E-04	0.82776819
LBR	9.11E-04	-0.69021117
GLUL	9.16E-04	-0.79040487
PCNA	9.23E-04	-0.79649587
SLCO1B3	9.36E-04	-1.10157843
NAP1L1	9.40E-04	-0.67012112
VAT1	9.41E-04	-0.73677612
SERINC3	9.44E-04	-0.64110559
COL18A1	9.57E-04	-0.72434826
MBL2	9.62E-04	0.67810091
LSM5	9.77E-04	-0.55660595
CRIM1	9.83E-04	-0.86038282
AGRN	1.01E-03	-0.64299722
CBLB	1.02E-03	-0.59510472
TDGF1P3	1.04E-03	-0.53097385
GPR85	1.05E-03	-0.67913875
TPM1	1.06E-03	-0.93870369
TAF10	1.08E-03	-0.50669116
KDM5A	1.08E-03	-0.56857919
MAP4	1.08E-03	-0.66849974
C1orf115	1.09E-03	-0.50803757
BCOR	1.09E-03	-0.62306066
MAGEA6	1.11E-03	-0.47887005
APOF	1.12E-03	0.6689172
ABCC6	1.13E-03	-0.49062317
RPA1	1.14E-03	-0.64571626
PLXNB2	1.16E-03	-0.75767765
MAPK1	1.16E-03	-0.66056167
NA	1.22E-03	0.54153994
TNPO1	1.24E-03	-0.99604532
EHBP1	1.25E-03	-0.55276895
SUCLG2	1.28E-03	-0.70677912
MICB	1.28E-03	-0.46965536
CNOT7	1.28E-03	-0.56687035
9-Sep	1.29E-03	-0.5131199
FTL	1.29E-03	0.53583098
PRPF40A	1.30E-03	-0.60912938
ARL6IP1	1.31E-03	-0.53481516
RTN4	1.32E-03	-0.53792488
EIF1B	1.34E-03	-0.63318041
ACOX1	1.34E-03	-0.55382779
FGB	1.35E-03	0.93667247
FOXRED2	1.35E-03	-0.48493957
RCAN3	1.36E-03	0.47417987
DSP	1.37E-03	-1.04730843
GTPBP10	1.38E-03	0.71000334
FOLR1	1.45E-03	-1.58722695
UGT1A9	1.46E-03	0.49756969
ANXA3	1.47E-03	-0.48966251
SH3BGRL3	1.49E-03	-0.56227682
RPL22	1.49E-03	0.83792017
IGF2BP3	1.52E-03	-0.75522228
H2AFY	1.52E-03	-0.47758497
SULT1A1	1.54E-03	0.52857329
HSPD1	1.54E-03	0.84546863
GNS	1.54E-03	-0.90625095
WIPI1	1.55E-03	0.50966791
AKR1B1	1.58E-03	-0.54756515
PDLIM1	1.60E-03	-0.45679479
GDF15	1.61E-03	1.06607417
SMC3	1.62E-03	-0.6811679
MORC4	1.63E-03	-0.494392
CDH1	1.63E-03	-0.72444431
RCAN1	1.64E-03	-0.63099924
MAPK1IP1L	1.65E-03	-0.60768382
6-Sep	1.66E-03	0.57091506
GTSE1	1.66E-03	-0.66244723
B4GALT1	1.68E-03	1.44538135
SRP14	1.68E-03	-0.61757788
ABCC6	1.69E-03	-0.46366342
DYNC2LI1	1.70E-03	-0.50643532
TOP2A	1.70E-03	-1.05755054
HMGB1	1.71E-03	-0.73616944
MAD2L1	1.72E-03	-0.47925257
APEH	1.73E-03	-0.49114367
DAZAP2	1.75E-03	-0.65605632
RPS21	1.75E-03	-0.57884482
RHOBTB1	1.76E-03	-0.51333332
NFIB	1.76E-03	0.68588119
LSM12	1.76E-03	1.15036831
AMBP	1.77E-03	1.3403707
SNRPD3	1.78E-03	-0.47507414
EIF3M	1.78E-03	-0.51953973
ENC1	1.78E-03	-1.16834012
CAPZB	1.78E-03	-0.46120048
CIRBP	1.78E-03	-0.58584553
NDUFB1	1.79E-03	-0.51976532
EFHD2	1.82E-03	-0.4509969
NA	1.82E-03	0.55616848
KHNYN	1.84E-03	0.8264045
GTF2F2	1.84E-03	-0.5998875
TNFSF10	1.84E-03	0.56535409
ST18	1.84E-03	0.65152313
DHX40	1.84E-03	-0.61266058
AGRN	1.86E-03	-0.54278319
IDH1	1.87E-03	0.50005671
LPGAT1	1.87E-03	-0.50428752
HEXB	1.88E-03	-0.57902865
FN1	1.88E-03	1.4400078
NOP16	1.88E-03	0.64652904
CD302	1.92E-03	0.54126604
TTK	1.94E-03	-0.57228352
NA	1.94E-03	-0.50859354
ANKRD12	1.96E-03	-0.54166613
NSL1	1.97E-03	-0.44732852
CASP1	1.99E-03	0.82323901
UBE2L3	1.99E-03	-0.53079831
COBLL1	1.99E-03	0.53619817
15-Sep	2.01E-03	-0.68904965
NAP1L1	2.01E-03	-0.44081685
NA	2.02E-03	0.5881666
DAZAP2	2.02E-03	-0.84420976
HMGA1	2.02E-03	-0.54191
XRCC6	2.03E-03	-0.43835896
ANKRD36B	2.05E-03	-1.02363525
YY1	2.05E-03	-0.69108427
ITPK1	2.05E-03	-0.50294429
RBP4	2.07E-03	1.40721992
KPNB1	2.07E-03	-0.51851072
FN1	2.08E-03	0.56997642
RBBP4	2.08E-03	-0.47775186
EIF3L	2.08E-03	-0.72234513
SLC2A2	2.09E-03	0.6749771
ARF6	2.11E-03	-0.84312911
ACSL1	2.13E-03	-0.45991741
PACSIN2	2.13E-03	-0.5967863
FGFR2	2.14E-03	0.67273755
PCYOX1	2.16E-03	-0.81941
ILF3	2.16E-03	-0.50505498
SERPINA3	2.17E-03	0.60324592
ARL6IP5	2.18E-03	-0.48601804
SNRPE	2.19E-03	-0.78282899
MBD4	2.21E-03	-0.51828856
ZNF292	2.22E-03	-0.82156355
ID3	2.23E-03	-0.56242165
NCKAP1	2.25E-03	0.47125928
ANXA4	2.25E-03	-0.4975555
NAP1L1	2.27E-03	-0.56548613
HMGCS1	2.28E-03	0.50964816
RBX1	2.28E-03	-0.5132479
LAMP1	2.29E-03	-0.51658631
NARS	2.30E-03	-0.59116884
NA	2.32E-03	-0.57682574
TIMP2	2.36E-03	-0.7282785
EDDM3A	2.36E-03	0.46934972
SMIM14	2.37E-03	1.01471007
RACGAP1	2.38E-03	-0.52555548
SNAP23	2.38E-03	-0.51488173
PLG	2.39E-03	0.58953469
DHRS2	2.40E-03	-0.93217638
FYN	2.41E-03	0.43883554
RAD21	2.42E-03	-0.84084215
KRT8	2.42E-03	-0.47026021
KIAA1279	2.45E-03	-0.47028941
FN1	2.45E-03	0.47082449
KARS	2.47E-03	-0.51190503
SLC39A14	2.47E-03	0.47890378
SLC39A6	2.48E-03	-0.42201681
VPS13C	2.49E-03	-0.53416347
CETN2	2.50E-03	-0.55811619
TK1	2.50E-03	-0.4645006
DMRT1	2.51E-03	0.63784191
RRAGA	2.53E-03	-0.57676255
VASH1	2.53E-03	0.54007631
SDR39U1	2.54E-03	0.97924775
STXBP6	2.56E-03	-0.5242903
YIPF2	2.56E-03	0.98897074
VDAC1	2.56E-03	-0.52472395
DNASE2B	2.57E-03	0.47370775
NA	2.57E-03	-1.36214974
MBD4	2.58E-03	-0.7078964
NDUFA6	2.59E-03	-0.58418065
ARFGEF2	2.59E-03	0.64701016
NA	2.60E-03	0.5601216
KRT17	2.60E-03	-0.50598187
ID2	2.60E-03	-0.77503548
HNRNPH2	2.61E-03	-0.74225367
ALDH2	2.64E-03	-0.54653404
VCL	2.65E-03	-0.40665459
FN1	2.67E-03	0.53232095
H3F3AP4	2.67E-03	-0.62088335
PPP6C	2.68E-03	-0.48574076
CNIH3	2.78E-03	-0.4426156
DDX17	2.79E-03	-0.45687534
FAM169A	2.80E-03	-0.75866039
LGALS14	2.82E-03	0.55962568
RBM3	2.83E-03	-0.65161599
ITGA4	2.85E-03	0.46174021
MRPS31	2.86E-03	-0.60762813
MBNL3	2.86E-03	-0.69031524
KIAA1109	2.86E-03	-0.54344026
PSMC2	2.88E-03	-0.44271893
NFS1	2.89E-03	-0.48944092
PLG	2.91E-03	0.4790122
ANXA7	2.91E-03	-0.40233819
BIRC2	2.94E-03	-0.83792145
KLHDC10	2.94E-03	-0.62960309
SH3PXD2A	2.96E-03	0.4650292
ARF6	2.96E-03	-0.49824085
ACAT2	2.98E-03	0.46962925
ID2B	2.99E-03	-1.0011571
PLEKHM1	3.05E-03	0.52281134
NUSAP1	3.06E-03	-0.4269759
ZIC4	3.10E-03	-0.46425921
RBBP7	3.10E-03	-0.53603042
TXN	3.11E-03	-0.47596176
NA	3.12E-03	0.5187702
RTN4	3.12E-03	-0.58865993
PTPN22	3.13E-03	0.52691407
B4GALT5	3.13E-03	-0.45620165
HNRNPDL	3.14E-03	-0.60876881
ERGIC2	3.14E-03	-0.44554093
HAUS2	3.14E-03	-0.48379017
FZD5	3.15E-03	0.53255496
CYP2C18	3.20E-03	0.41535766
VDAC3	3.20E-03	-0.47289362
TUBG1	3.22E-03	-0.52996443
DENR	3.24E-03	-0.47382413
ARL17A	3.26E-03	0.82205144
HBS1L	3.26E-03	-0.56629676
YWHAH	3.27E-03	-0.52177724
TIA1	3.27E-03	-0.58574337
EIF5B	3.27E-03	-0.69698817
FBXO7	3.29E-03	-0.45539932
TTC3	3.30E-03	-0.58021569
NAP1L1	3.33E-03	-0.50311874
GTF2H2C_2	3.34E-03	-0.41167016
UTP14A	3.36E-03	0.48077146
DLC1	3.39E-03	-0.51374611
CD24	3.40E-03	-0.50378669
CTSC	3.42E-03	-0.44577505
FBLN1	3.42E-03	0.47124703
PEG3	3.44E-03	-0.95672621
HMG20B	3.45E-03	0.44801328
FBXO11	3.46E-03	-0.92208894
ARMCX6	3.48E-03	-0.40363407
SCNN1A	3.53E-03	-0.66230492
NA	3.55E-03	-0.4303811
WDR47	3.56E-03	0.59425132
PSMD6	3.56E-03	-0.43401426
SMURF2	3.57E-03	-0.61916386
NCAPG	3.57E-03	-0.64746004
C5orf22	3.57E-03	-0.49261101
FGF1	3.58E-03	0.42313056
IQGAP2	3.58E-03	-0.40187664
CFTR	3.60E-03	-0.72148663
HMGN1	3.61E-03	-0.61068467
TUG1	3.61E-03	-0.40724431
IGSF6	3.62E-03	0.63661693
MIEF1	3.62E-03	-0.53685844
LOC647070	3.63E-03	-0.62492662
SPN	3.63E-03	-0.52786835
2-Sep	3.63E-03	0.57055704
SEMA3B	3.64E-03	-0.53485441
THBS1	3.65E-03	-1.27298693
SNAPC5	3.66E-03	-0.53233043
DST	3.69E-03	-0.45974717
SNCG	3.70E-03	0.51587865
THBD	3.71E-03	0.58914534
ADAM9	3.73E-03	-0.68448524
BBX	3.74E-03	-0.40278834
DMC1	3.77E-03	-0.5649755
CDH11	3.79E-03	0.64281271
CBX3	3.80E-03	-0.52919055
BAAT	3.81E-03	-0.59980225
CD24	3.82E-03	-0.49980738
FAT1	3.82E-03	-0.57711603
NA	3.84E-03	0.89805045
NA	3.84E-03	-0.57972579
TTC37	3.87E-03	-0.56705904
DDC	3.87E-03	0.48286605
TOX3	3.89E-03	-0.581687
VAMP1	3.93E-03	0.67021098
DMP1	3.96E-03	0.80894199
TGFB1I1	4.01E-03	-0.48976091
GINS1	4.01E-03	-0.56399898
MYOZ2	4.03E-03	0.54612697
YBX3	4.04E-03	-1.03680521
SCD	4.06E-03	0.56739605
CAMSAP2	4.08E-03	0.66412831
ZNF771	4.11E-03	0.68993285
DESI2	4.13E-03	-0.43279768
CRLF1	4.13E-03	-0.51429554
GNL3L	4.14E-03	-0.56113292
DNPEP	4.15E-03	0.47764113
UBR4	4.16E-03	-0.44195784
NPTXR	4.19E-03	-0.60361648
NA	4.21E-03	-0.48181252
HSPA1B	4.21E-03	-0.44413686
PCDHGA8	4.21E-03	-0.42430041
CD58	4.25E-03	-0.81648417
PPDPF	4.27E-03	-0.45410291
TRA2B	4.28E-03	-0.4429362
DAZ4	4.29E-03	1.33557545
GIPC2	4.30E-03	-0.55952359
IFIT1	4.30E-03	0.51319423
AMD1	4.31E-03	-0.57303392
IL17B	4.31E-03	0.451392
LLGL2	4.32E-03	-0.43519374
DONSON	4.33E-03	-0.47977717
OXR1	4.35E-03	-0.66997362
PBK	4.36E-03	-0.43872486
ZMIZ1	4.36E-03	-0.62257041
MICU2	4.38E-03	-0.72654998
ITGB1	4.41E-03	-0.82245461
HN1L	4.44E-03	-0.43495971
C6orf211	4.44E-03	-0.42240849
CRIM1	4.47E-03	-0.84840054
STRN3	4.47E-03	-0.48718601
TCEB1	4.49E-03	-0.49871602
NA	4.49E-03	0.6546409
SVIL	4.49E-03	-0.38541388
LAMP1	4.50E-03	-0.53179126
SMC6	4.52E-03	-0.42708062
ANXA5	4.54E-03	-0.39736162
TGIF1	4.54E-03	-0.53488011
KHSRP	4.55E-03	-0.53396129
TGOLN2	4.56E-03	-0.45836595
LMF2	4.57E-03	-0.50048304
GSPT1	4.58E-03	-0.5258246
B2M	4.59E-03	-0.47300569
SRSF11	4.59E-03	-0.58359021
HIC2	4.61E-03	-0.6569802
GUSB	4.65E-03	-0.47743888
KTN1	4.65E-03	-0.69225139
MELK	4.65E-03	-0.42880407
MAGEC1	4.65E-03	0.60175261
ZBTB14	4.66E-03	0.59583088
ST13	4.71E-03	-0.67348799
S100A6	4.73E-03	-0.42564396
HSPB11	4.73E-03	-0.58637848
CYP27A1	4.74E-03	0.38764703
LIN7C	4.75E-03	-0.51896455
TBX3	4.80E-03	-0.71394664
CD24	4.82E-03	-0.80449735
KPNB1	4.82E-03	-0.59049863
RPL14	4.83E-03	0.82475039
SLC30A5	4.84E-03	0.54194544
ENOPH1	4.84E-03	-0.44925757
PRKAR1A	4.85E-03	-0.55829612
ANXA2	4.90E-03	0.58325942
RIMS2	4.92E-03	0.41113667
BLVRA	4.93E-03	0.44953358
TPM1	4.96E-03	-0.46024596
HIST2H2AA4	4.96E-03	0.4500845
HNRNPH3	4.99E-03	-0.45839785
SDCBP	5.01E-03	-0.49563859
PTP4A2	5.05E-03	-0.51677078
ENPP2	5.08E-03	0.45015208
NR5A2	5.08E-03	0.7375172
SULT1A2	5.08E-03	0.62136506
CFI	5.10E-03	0.48187567
DAG1	5.12E-03	-0.37068505
AGTR2	5.16E-03	0.38962613
USP1	5.20E-03	-0.52723274
CCND1	5.22E-03	-0.48470648
ASPM	5.23E-03	-0.38433303
PDE3A	5.28E-03	0.45524448
ITPR3	5.33E-03	-0.46441514
YWHAQ	5.33E-03	-0.48097027
ARPC2	5.35E-03	0.52695048
CCDC92	5.39E-03	-0.4857333
GUSBP3	5.40E-03	-0.88662008
ANP32A	5.42E-03	-0.49517185
DDR1-AS1	5.44E-03	-0.36645789
CAPZA1	5.47E-03	-0.62357997
OGT	5.50E-03	0.43936084
ALPI	5.50E-03	0.46245518
ITGB3BP	5.50E-03	-0.51747826
COBLL1	5.55E-03	0.39020499
TFAP2B	5.55E-03	0.44371192
EIF1	5.58E-03	-0.51977128
ZMYM6	5.65E-03	0.38724634
HSP90AA1	5.66E-03	-0.37908914
AURKA	5.67E-03	-0.52188637
CFL1	5.69E-03	-0.71178165
SMARCA5	5.74E-03	-0.54584064
SUMO1	5.75E-03	-0.67698819
IDUA	5.76E-03	0.51577293
GIMAP6	5.77E-03	0.72654814
NR6A1	5.77E-03	0.45697443
TTLL12	5.79E-03	-0.42677946
HNRNPK	5.80E-03	-0.4172029
RAB13	5.84E-03	-0.48322537
GM2A	5.91E-03	1.02022693
SLC47A1	5.91E-03	-0.38019298
RPA3	5.93E-03	-0.43085002
RPL37A	5.98E-03	0.48066974
DMXL1	5.99E-03	-0.80427626
AKR1B10	5.99E-03	0.55258343
ZNF702P	6.00E-03	-0.7339943
TUBGCP3	6.00E-03	-0.54699468
HABP2	6.04E-03	0.45995131
NA	6.10E-03	0.42943624
MTF2	6.10E-03	-0.43792368
ANXA2	6.10E-03	0.56867053
CCDC28B	6.14E-03	0.38089247
HYAL1	6.14E-03	-0.36093307
TPD52	6.15E-03	0.47131995
CCNB1	6.18E-03	-0.4027377
MFN1	6.25E-03	0.37463875
TFDP1	6.26E-03	-0.45975711
AFF1	6.29E-03	-0.66542556
ZNF254	6.30E-03	-0.56413508
ABHD2	6.32E-03	-0.58401833
PPWD1	6.33E-03	-0.38000115
C9orf114	6.34E-03	1.15753854
QDPR	6.36E-03	-0.53449174
G3BP1	6.36E-03	-0.52598935
CHMP3	6.37E-03	-0.38029559
GM2A	6.38E-03	0.77176957
DSPP	6.38E-03	0.9030138
SDHD	6.44E-03	-0.53639179
C1RL	6.48E-03	-0.40005267
LARGE	6.49E-03	0.4343815
BRD3	6.49E-03	0.46267336
CDC42	6.51E-03	-0.93016317
ANXA4	6.51E-03	-0.40707753
GRIN2C	6.52E-03	0.36001233
FOLH1B	6.53E-03	0.71278469
TRIM13	6.57E-03	-0.37342298
SNRPE	6.58E-03	-0.5528202
MTF2	6.59E-03	-0.48512368
DDX24	6.61E-03	-0.38433914
ZNF217	6.63E-03	-0.77835312
STRAP	6.66E-03	-0.42945663
NPEPPS	6.66E-03	-0.39213349
TNFAIP8	6.69E-03	-0.71546522
NA	6.69E-03	0.71616624
CTDSPL	6.71E-03	0.57964211
FNTA	6.72E-03	-0.61587048
XPNPEP1	6.75E-03	0.42855317
TFPI	6.75E-03	0.51654334
PHF20L1	6.77E-03	-0.52803391
GATA3	6.78E-03	0.39884124
RLIM	6.79E-03	-0.38088174
MUT	6.87E-03	-0.48527707
APOBEC3F	6.87E-03	0.65708166
SPTSSA	6.88E-03	-0.51052265
TRIOBP	6.88E-03	-0.36589655
KRAS	6.88E-03	-0.47160898
CAP1	6.88E-03	0.55807046
ICA1	6.89E-03	0.39816785
IGFBP4	6.94E-03	-0.57584199
PCK2	6.94E-03	-0.74979273
PMS2P6	6.97E-03	0.45963117
TMCO1	6.98E-03	-0.41346808
ACAP2	6.99E-03	-0.61867992
H2AFZ	6.99E-03	-0.36296647
FAM115A	7.01E-03	-0.46745635
NTRK2	7.05E-03	0.6415416
CLU	7.08E-03	0.39449566
CD9	7.13E-03	-0.52802298
UQCRB	7.15E-03	-0.55984636
NA	7.19E-03	0.43162283
MYH11	7.19E-03	0.72054116
DNAJB14	7.21E-03	-0.45234614
NA	7.21E-03	0.41417512
IMPDH2	7.24E-03	-0.34793369
TCF4	7.25E-03	0.45611346
ATP5I	7.25E-03	-0.44261884
MCFD2	7.28E-03	0.56591409
USP33	7.29E-03	0.34533629
IL15RA	7.29E-03	0.35920807
ITGAE	7.30E-03	-0.35374222
ACTR2	7.31E-03	-0.58837733
COLEC12	7.32E-03	-0.63128077
EIF5B	7.35E-03	-0.48630745
TMC5	7.35E-03	-0.56518024
LINC00302	7.36E-03	0.34844407
CDC23	7.37E-03	-0.35366852
ATP6V0E1	7.37E-03	-0.44945835
STOM	7.39E-03	-0.5529685
PTPRF	7.41E-03	-0.48730543
ADK	7.43E-03	-0.53819009
RABL2A	7.44E-03	-0.35784803
PFDN4	7.45E-03	-0.751783
NUP153	7.45E-03	-0.38490325
CALM2	7.45E-03	-0.47407352
MCFD2	7.55E-03	-0.76103037
SNX2	7.55E-03	-0.59766776
SCD5	7.60E-03	-0.7330717
CSNK1A1	7.60E-03	0.64956325
DICER1	7.61E-03	-0.64035841
DNAJA1	7.68E-03	-0.3481416
INADL	7.69E-03	0.41778953
PRKDC	7.69E-03	-0.59229385
THUMPD1	7.69E-03	-0.94869306
DEK	7.71E-03	-0.42822255
ERH	7.71E-03	-0.59216797
SRSF4	7.74E-03	-0.54703336
MSH6	7.76E-03	-0.48661361
ITSN1	7.77E-03	0.3895505
MRPL19	7.80E-03	-0.59995445
F5	7.80E-03	-0.42513107
MCUR1	7.84E-03	-0.51740409
CARM1	7.87E-03	0.64950107
UBA1	7.88E-03	-0.3583514
TSN	7.91E-03	-0.37931813
HDGFRP3	7.92E-03	0.38646484
GK	7.93E-03	0.41161759
RPL14	7.96E-03	0.40418188
RNPS1	8.05E-03	-0.63922248
UBR5	8.07E-03	-0.43365358
NELFE	8.10E-03	-0.37161845
UQCRB	8.15E-03	-0.57296485
LRRC40	8.16E-03	-0.45388865
NCF1C	8.19E-03	0.35282476
MTMR3	8.20E-03	-0.67584165
RERE	8.20E-03	0.35807206
TMCO1	8.23E-03	-0.36903282
GATM	8.23E-03	0.45915218
IGF1R	8.27E-03	-0.43197446
ACTN4	8.32E-03	-0.36895787
C11orf80	8.34E-03	0.39671332
TNPO1	8.36E-03	-0.53884248
TPP1	8.39E-03	-0.49951216
PCNXL2	8.40E-03	0.35974946
CARS	8.42E-03	-0.45808338
C9orf16	8.42E-03	-0.38650532
RPAIN	8.42E-03	0.65281276
CISD1	8.43E-03	-0.60528297
POM121	8.47E-03	0.42787201
ANP32E	8.47E-03	-0.49530479
HINT1	8.49E-03	0.34686174
IL32	8.51E-03	-0.3786963
SERPINI2	8.53E-03	-0.49063436
DPM1	8.59E-03	-0.58983488
PRSS23	8.60E-03	-0.53851012
QKI	8.66E-03	-0.72315997
CHPT1	8.66E-03	-0.45496236
UBA2	8.66E-03	-0.58944217
GNS	8.67E-03	-0.46107836
HMGN1	8.67E-03	-0.48165491
BUB3	8.68E-03	-0.37609289
FBXW2	8.69E-03	-0.43619235
SRP9	8.69E-03	-0.76845595
SLC38A1	8.70E-03	-0.37484837
RIOK3	8.70E-03	-0.78972788
IL4R	8.72E-03	-0.3833329
HMGA2	8.77E-03	-0.42482119
FLOT2	8.78E-03	0.4039109
NA	8.78E-03	0.44295388
SMAD5	8.79E-03	-0.60929405
GABRB3	8.79E-03	0.48605942
UROD	8.84E-03	-0.47810758
PNO1	8.88E-03	0.39095953
PSMA4	8.90E-03	-0.39504978
NA	8.98E-03	0.42142934
RRM2	9.00E-03	-0.44832586
FTL	9.01E-03	0.41552225
DNAJC10	9.01E-03	0.36084924
PPIA	9.06E-03	0.49438085
WLS	9.08E-03	0.40118995
SUMO4	9.16E-03	-0.55653874
CDK10	9.16E-03	0.33599496
APOE	9.17E-03	1.38288037
PPAT	9.21E-03	0.43875743
BMP10	9.21E-03	0.35060091
SEC14L1P1	9.22E-03	0.39587805
CDIPT	9.23E-03	-0.36283465
TMBIM6	9.24E-03	-0.35273116
PTMA	9.26E-03	0.47782265
HAMP	9.29E-03	-0.55150765
MYL6B	9.32E-03	0.34975236
ETF1	9.33E-03	-0.54307438
CAMSAP1	9.36E-03	0.45359653
CLEC2D	9.40E-03	0.44499558
SRPK2	9.42E-03	-0.43679134
TXNDC9	9.47E-03	-0.52251939
