#Gene	P.Value	logFC
RHOJ	4.74E-09	-0.5439489
CRBN	5.13E-09	-0.4621051
ZNF165	5.23E-09	-0.702004
VDAC3	5.23E-09	-0.7943963
PDHX	5.44E-09	-0.5385504
MRFAP1L1	5.49E-09	-0.493327
SGCG	5.83E-09	-0.7359567
VBP1	6.06E-09	-0.5587257
UQCRC2	6.09E-09	-0.9121195
STAMBP	6.18E-09	-0.4303748
DNM3	6.34E-09	-0.7840626
NA	6.64E-09	0.2919559
HSPA2	7.25E-09	-0.8634699
2-Sep	7.41E-09	-0.54002
RAD21	7.50E-09	-0.4657193
RCOR3	8.71E-09	-0.5411345
NA	9.16E-09	-0.3657469
PNRC2	9.30E-09	-0.5377449
WDR48	9.64E-09	-0.326084
NA	9.82E-09	0.3158187
UTP18	9.90E-09	-0.4260868
RORA	9.96E-09	-0.4333643
RAB10	9.96E-09	-0.5875561
CELF2	1.01E-08	0.3295059
STK38L	1.03E-08	-0.8701113
CTCF	1.03E-08	-0.5557447
SLC44A3	1.05E-08	-0.3429327
PSMC6	1.06E-08	-0.8434501
ZFR	1.07E-08	-0.3952853
NA	1.08E-08	-0.4653745
MRPL1	1.12E-08	-0.4215624
SHKBP1	1.15E-08	-0.5652939
LINC00362	1.15E-08	0.5531032
NDUFV1	1.17E-08	-0.6090411
ITFG1	1.17E-08	-0.5604202
HSP90AB1	1.27E-08	-0.8199651
KDM3B	1.34E-08	-0.4060082
SSPN	1.37E-08	-1.1072194
TAF7	1.38E-08	-0.4907116
KCNAB2	1.41E-08	0.3276254
PRRC1	1.42E-08	-0.4423862
SUCLG2	1.48E-08	-0.5481217
PCDHB15	1.55E-08	-0.9379173
TMEM108	1.58E-08	-0.5782524
NA	1.59E-08	-0.5458013
TARS	1.62E-08	-0.6113835
NUAK1	1.66E-08	-0.5263213
FKBP3	1.68E-08	-0.4962734
UBB	1.71E-08	-0.7901619
DNAJA2	1.71E-08	-0.3807125
NFIA	1.72E-08	-0.7166241
SYF2	1.72E-08	-0.6183184
CRYZ	1.82E-08	-0.6046006
TTC21B	1.97E-08	0.3272204
NA	1.99E-08	-0.6809295
NA	2.04E-08	-0.5571297
ROCK1	2.08E-08	-0.4414762
CUL1	2.10E-08	-0.479253
SRSF4	2.11E-08	-0.4899793
MPP4	2.12E-08	-1.0106215
NNT	2.13E-08	-0.6467765
PGRMC2	2.17E-08	-0.5480725
MCC	2.19E-08	-0.7395823
GSTM3	2.33E-08	0.2977875
CDH2	2.33E-08	-0.6239166
NA	2.37E-08	0.4344384
NA	2.42E-08	0.3064344
ANKRD17	2.43E-08	-0.5460896
FAM189A2	2.47E-08	0.3344219
PROSER1	2.47E-08	-0.3436127
MNAT1	2.49E-08	-0.4452159
MED22	2.50E-08	-0.4743047
NA	2.52E-08	0.2392633
IFNAR1	2.53E-08	0.4922476
PLCD4	2.55E-08	-0.5367212
KIDINS220	2.56E-08	-0.5943237
C2orf82	2.57E-08	0.4506414
AP3M2	2.60E-08	-0.3570781
NA	2.61E-08	-0.5277497
SERINC3	2.66E-08	-0.4649992
NA	2.68E-08	0.5151095
PSMD13	2.70E-08	0.3186528
TNKS2	2.75E-08	-0.5998214
KPTN	2.77E-08	-0.5191911
PCCB	2.77E-08	-0.5621372
RAP1A	2.86E-08	-0.4044052
ZNF470	2.88E-08	-0.6966724
AKAP13	2.89E-08	-0.9327079
ZC2HC1A	2.92E-08	0.3758828
BCAR1	3.15E-08	-0.7834233
MTMR4	3.17E-08	-0.4436986
NA	3.26E-08	0.2577128
C18orf54	3.41E-08	0.2929198
BAGE2	3.43E-08	0.4809703
CAPZA2	3.45E-08	-0.5131099
ARIH2	3.54E-08	-0.6664702
ACAD8	3.55E-08	-0.5499875
MTERF4	3.57E-08	-0.579244
THAP6	3.58E-08	-0.4547173
PERP	3.60E-08	-0.5926945
GJA1	3.60E-08	-1.0572624
NCOA2	3.61E-08	-0.4217763
SORBS2	3.65E-08	-1.0093904
ALDOB	3.73E-08	-0.3969347
FAM13B	3.81E-08	-0.4607873
PCM1	3.84E-08	-0.5588277
NA	3.86E-08	-0.7930363
EIF4G2	3.90E-08	-0.6331803
ABI2	3.93E-08	-0.5596255
FAM210A	3.99E-08	-0.4965164
MPC2	4.01E-08	-0.3635506
NA	4.10E-08	0.6584443
RILPL2	4.19E-08	-0.6055051
POU2F2	4.41E-08	-0.5683228
SDHD	4.54E-08	-0.8565467
TCAIM	4.77E-08	-0.4981948
MORF4L2	4.83E-08	-0.6529276
ATP6AP2	4.85E-08	-0.4200433
GBP6	5.11E-08	-0.358323
ATP6V1E1	5.18E-08	-0.5518431
NA	5.20E-08	0.2747727
SGCD	5.21E-08	-0.6637534
SMARCC1	5.25E-08	-0.7295175
WDR26	5.30E-08	-0.5916945
KLHDC2	5.38E-08	-0.6578139
NA	5.58E-08	0.3664429
CANX	5.59E-08	-0.7554915
NA	5.66E-08	0.4657853
NIPSNAP3A	5.70E-08	-0.6559603
CEP170	5.76E-08	-0.4580548
ALAS1	5.80E-08	-0.5462204
CAP2	5.93E-08	-0.819671
CPED1	6.25E-08	-0.3683745
VCP	6.52E-08	-0.587608
SPX	6.60E-08	-0.5080137
PPP1R26-AS1	6.63E-08	0.3096582
VPS35	6.77E-08	-0.3760609
SOD1	6.78E-08	-0.445485
USP22	6.84E-08	-0.5022845
PTPN11	6.84E-08	-0.6642754
PRSS45	7.12E-08	0.3211084
KITLG	7.18E-08	-0.4468145
TUFM	7.25E-08	-0.3731906
KCNH3	7.25E-08	-0.5325312
NA	7.52E-08	-0.3610898
MKRN2	7.60E-08	-0.4201478
VPS35	7.90E-08	-0.4469612
MFN2	7.92E-08	-0.7151063
GNG7	7.97E-08	-0.4913938
NA	8.11E-08	0.5110165
TXNIP	8.13E-08	-1.1536769
KIAA1279	8.18E-08	-0.3388712
AP5S1	8.24E-08	0.3644691
RNF34	8.30E-08	-0.4512738
ZFAND5	8.58E-08	-0.4206695
SLC25A38	8.71E-08	-0.3317951
ISCA1	8.76E-08	-0.454499
MATR3	8.83E-08	-0.6456444
EIF3A	8.91E-08	-0.5815834
NA	8.93E-08	-0.6209439
PARP6	9.04E-08	0.5463456
SLC40A1	9.08E-08	-0.6919947
ZFAND5	9.21E-08	-0.8506429
NFIA	9.57E-08	-0.395335
SPRR2C	9.71E-08	0.2905943
RNF40	9.76E-08	0.337281
CALML4	9.76E-08	0.4364516
LOC101928877	9.77E-08	-0.4063625
LIN37	9.86E-08	-0.4909512
HBP1	1.00E-07	-0.6218981
RBBP4	1.01E-07	-0.5442889
SAFB2	1.02E-07	-0.4660331
PCCB	1.05E-07	-0.451552
CYP2S1	1.07E-07	0.2752339
ATXN7L1	1.08E-07	0.3040528
HDLBP	1.09E-07	-0.6140218
BMPR2	1.10E-07	-0.3957397
ATP6V1H	1.10E-07	-0.3967647
PSMC6	1.12E-07	-0.3947342
NA	1.12E-07	0.2869903
FRMD3	1.14E-07	-0.5157107
TTC37	1.14E-07	-0.5076436
NA	1.19E-07	-0.4193851
NA	1.19E-07	0.310441
RAB9B	1.20E-07	-0.5252647
NA	1.21E-07	0.4604926
HEPH	1.21E-07	-0.4164493
CYB5R1	1.25E-07	-0.6007051
NR4A3	1.27E-07	0.409498
XAGE2	1.28E-07	0.3683566
DNAJC15	1.28E-07	-0.3788919
KLHL9	1.29E-07	-0.3976387
ZNF7	1.30E-07	-0.6254186
NA	1.34E-07	0.3584176
FH	1.36E-07	-0.4775156
GNAS	1.37E-07	-0.650629
DAP3	1.40E-07	-0.6036264
AK4	1.40E-07	-0.6501152
LAPTM4B	1.40E-07	-0.8065441
INSR	1.42E-07	-0.5564771
RNF219	1.45E-07	-0.3238648
NA	1.49E-07	0.3781067
MPP1	1.49E-07	-0.4602775
AK3	1.51E-07	-0.4148605
MDFIC	1.52E-07	-0.3062405
C21orf33	1.53E-07	-0.4969479
ODC1	1.54E-07	-1.1253058
NA	1.54E-07	-0.3511606
NA	1.55E-07	0.3239312
NA	1.55E-07	-0.3504116
TMEM72	1.57E-07	0.311723
ZNF267	1.57E-07	-0.6387364
PINX1	1.59E-07	-0.3462787
DCAF17	1.60E-07	-0.4200233
LRIF1	1.61E-07	-0.3787127
TFG	1.64E-07	-0.3843818
DDX31	1.66E-07	-0.4492639
HMGN2	1.69E-07	-0.7340608
HIST2H2BE	1.72E-07	-0.8226813
RNF213	1.75E-07	-0.7336755
SLC35B2	1.75E-07	0.2339947
FNDC3B	1.75E-07	-0.4979585
CREG1	1.76E-07	-0.557014
ARHGEF6	1.79E-07	-0.4682021
SAMM50	1.80E-07	-0.7963019
IL18BP	1.84E-07	-0.4093614
NCOA2	1.85E-07	-0.4797271
DENND6A	1.87E-07	-0.3216672
NA	1.89E-07	0.5297386
TRMT10C	1.90E-07	-0.4926385
CUL4A	1.96E-07	-0.5721104
SKIV2L2	1.98E-07	-0.4773575
WDR12	1.99E-07	-0.4327698
HARS2	2.05E-07	-0.3237824
NA	2.06E-07	0.4206717
NAT6	2.06E-07	0.2601521
GPBP1L1	2.07E-07	-0.3846273
MAPK1	2.08E-07	-0.4083292
CDH13	2.10E-07	-0.3679689
NA	2.17E-07	-0.3359264
ZNF354A	2.18E-07	-0.5176252
STAT1	2.20E-07	-0.7305156
TOM1L1	2.24E-07	-0.3318798
C10orf62	2.25E-07	-0.4736264
NA	2.27E-07	-0.5548055
CES1	2.29E-07	-0.3958547
VPS45	2.30E-07	-0.3031583
ASB6	2.37E-07	0.2626694
MPC1	2.41E-07	-0.7716259
UBE2H	2.42E-07	-0.5853463
CDPF1	2.45E-07	-0.7960155
UBXN4	2.45E-07	-0.5348844
TRPC4	2.45E-07	-0.3689621
SF3A2	2.45E-07	-0.4619057
GALNT11	2.50E-07	-0.4527631
ZBTB9	2.54E-07	0.4358492
TCEAL8	2.54E-07	-0.5220357
TMED1	2.64E-07	0.2279857
MAOA	2.65E-07	-0.8235705
WWP1	2.65E-07	-0.335738
TIMM21	2.66E-07	-0.4752831
SAP18	2.66E-07	-0.5269634
SNX3	2.67E-07	-0.4812649
NA	2.69E-07	0.3498483
PRICKLE1	2.71E-07	-0.4324052
TIGIT	2.72E-07	-0.3425975
ZFPM1	2.73E-07	0.2947783
KIF21A	2.75E-07	-0.4690653
USP39	2.76E-07	-0.5007747
BCL2L1	2.78E-07	0.2873726
NA	2.81E-07	0.2643548
TTF2	2.81E-07	-0.4403614
NA	2.85E-07	-0.5107057
NA	2.88E-07	0.2627655
ARHGEF12	2.91E-07	-0.5965437
ASPN	2.92E-07	-0.516304
CHCHD3	2.96E-07	-0.5815964
EAPP	2.96E-07	-0.3807952
KIAA1210	2.98E-07	0.3615543
GPR65	2.98E-07	-0.4743633
NCAPG	2.99E-07	-0.351791
NA	2.99E-07	0.2911841
C9orf9	3.01E-07	0.3201485
ZNF302	3.02E-07	-0.536745
HNRNPU	3.08E-07	-0.5303874
PDE7B	3.13E-07	-0.5009174
NAP1L4	3.16E-07	-0.3257862
RHOBTB1	3.20E-07	-0.4337942
COG6	3.23E-07	-0.4577165
ATP5A1	3.25E-07	-0.8480051
ACADM	3.29E-07	-0.5654429
SETD7	3.29E-07	-0.3402143
ZNF407	3.32E-07	-0.3326015
ADRB1	3.35E-07	0.4216379
MAPRE2	3.39E-07	-0.5673242
TEKT1	3.40E-07	-0.2932789
HSD17B10	3.45E-07	-0.3410296
YPEL5	3.49E-07	-0.4258176
CALB1	3.50E-07	-0.3815892
VDR	3.60E-07	0.3634725
ZNF273	3.64E-07	-0.5052129
B3GNT1	3.65E-07	-0.3731266
NA	3.75E-07	0.2810549
LOC100507373	3.96E-07	0.2446834
MIR210HG	3.96E-07	0.3256904
PDIA3	4.05E-07	-0.6667823
HOXA9	4.07E-07	0.2204642
NA	4.11E-07	0.2775454
ERBB2	4.14E-07	0.2976586
LIPC	4.15E-07	0.2275558
NA	4.18E-07	-0.2706739
RAVER2	4.41E-07	0.292276
CFLAR	4.41E-07	0.3966579
NA	4.42E-07	0.5288868
NA	4.45E-07	0.2587509
NUDT6	4.47E-07	-0.2874897
SHISA8	4.51E-07	-0.4465957
NEK4	4.54E-07	-0.3599139
CAMTA2	4.56E-07	0.3134548
NOP56	4.56E-07	-0.7168344
NA	4.64E-07	-0.3435844
NA	4.64E-07	0.2353528
GFPT1	4.66E-07	-0.415356
RNASE7	4.68E-07	0.3279271
FAM120A	4.72E-07	-0.5997155
RSPRY1	4.78E-07	-0.514771
ANKFY1	4.84E-07	0.1964286
MB	4.84E-07	-0.6792557
ADAMTS9	4.87E-07	0.4685152
PBRM1	4.90E-07	-0.4039201
FAM160B2	4.97E-07	-0.5014905
LYPLAL1	5.03E-07	-0.4900775
LFNG	5.11E-07	-0.4064569
NA	5.12E-07	0.2761762
NTN4	5.22E-07	-0.4748614
GSTZ1	5.22E-07	0.3009905
XRCC6BP1	5.24E-07	0.3142815
F3	5.34E-07	-0.5411804
ARHGAP35	5.35E-07	-0.5095737
BBX	5.37E-07	-0.2970511
BYSL	5.38E-07	-0.3975084
OTULIN	5.38E-07	-0.4603105
NA	5.42E-07	0.3205196
PRKACB	5.42E-07	-0.3591927
KAZN	5.42E-07	0.2801024
NA	5.45E-07	-0.2950004
EIF3G	5.46E-07	-0.4525172
LOC388242	5.51E-07	-0.5344148
TCF4	5.52E-07	-0.289506
MAP2K6	5.57E-07	-0.6035549
SNX19	5.58E-07	-0.3459074
MTUS2	5.60E-07	-1.0216051
STT3B	5.71E-07	-0.4186599
NA	5.76E-07	0.2488064
MPPED2	5.80E-07	-0.3801504
IK	5.82E-07	-0.3059552
SPINK2	5.90E-07	0.5156785
NA	5.95E-07	0.2384694
ERICH3	5.96E-07	-0.3974027
NEK9	5.98E-07	-0.4133938
ZDBF2	6.05E-07	-0.3651108
STRAP	6.23E-07	-0.5967677
SDCCAG3	6.23E-07	-0.428096
MBNL2	6.30E-07	-0.5613818
CHN1	6.30E-07	-0.43383
H2AFV	6.34E-07	-0.433333
NA	6.34E-07	-0.333828
FRMD5	6.37E-07	-0.5060353
EIF1B	6.56E-07	-0.5370179
NA	6.59E-07	0.6353519
PLEKHA5	6.61E-07	-0.4984495
TGFBRAP1	6.73E-07	-0.3064731
NA	7.00E-07	0.2703349
TMED7	7.04E-07	-0.4054696
ZNF652	7.06E-07	-0.3560362
NA	7.11E-07	-0.3895332
UBE2Q2	7.25E-07	-0.3795044
SH3BP2	7.26E-07	-0.6108776
CABIN1	7.28E-07	-0.3629802
IL12RB2	7.36E-07	-0.3058879
GFM2	7.39E-07	-0.3397849
RASGEF1C	7.51E-07	0.2632652
TLK1	7.51E-07	0.2801434
KCNJ12	7.64E-07	-0.4174727
MINA	7.64E-07	-0.407096
ITCH	7.77E-07	-0.4407469
NA	7.88E-07	-0.3570978
NAP1L1	7.93E-07	-0.578426
PDHA2	7.95E-07	-0.3723278
AP1M2	7.99E-07	0.280578
PRAME	8.16E-07	0.7092771
C16orf45	8.25E-07	-0.3632959
GTDC1	8.25E-07	0.354955
DDHD2	8.29E-07	-0.3882548
ATP5F1	8.32E-07	-0.4643093
ZCCHC17	8.38E-07	-0.4588642
OS9	8.38E-07	-0.4652794
MRPL16	8.41E-07	-0.4926167
PSME1	8.62E-07	-0.6648693
BRD7	8.65E-07	-0.3460246
GBAS	8.66E-07	-0.5170965
BTRC	8.74E-07	-0.38469
SMAP1	8.75E-07	-0.2518106
ARL5A	8.83E-07	-0.389487
ZBTB46-AS1	8.93E-07	0.3096776
NA	8.98E-07	-0.2896227
ZNF559	8.99E-07	-0.5308561
APLP2	9.07E-07	0.303195
COL21A1	9.08E-07	-0.5794224
LUM	9.16E-07	-0.8080405
WDR20	9.22E-07	0.2399708
MSTO2P	9.23E-07	-0.3224081
CYCS	9.23E-07	-0.5269392
GLI1	9.27E-07	0.2809156
NA	9.28E-07	-0.3845777
MTA2	9.34E-07	0.2941499
CPVL	9.36E-07	-0.5790684
ST8SIA4	9.36E-07	-0.3099329
HEBP1	9.44E-07	-0.4753843
ERAL1	9.49E-07	0.4480355
PPP1R14C	9.53E-07	-0.6977572
TCEAL8	9.82E-07	-0.4702914
ZC3H7A	9.85E-07	-0.3337733
CD99	9.92E-07	0.3153255
ACO1	9.94E-07	-0.3125735
SLC6A1	1.00E-06	-0.3235816
RBM15	1.00E-06	-0.4432407
LMOD2	1.00E-06	-0.9660558
PRUNE	1.02E-06	-0.427297
WDR12	1.02E-06	-0.5020881
RBBP7	1.02E-06	-0.6439378
NA	1.05E-06	0.3764603
NA	1.06E-06	0.3535339
SF3A1	1.07E-06	-0.2397513
NA	1.08E-06	0.2869805
NA	1.08E-06	-0.3754857
LINC01301	1.08E-06	0.2988498
NA	1.10E-06	0.349995
NECAB3	1.11E-06	-0.2439789
PUM1	1.12E-06	-0.3990925
STK33	1.13E-06	-0.537409
SOCS2	1.13E-06	-0.5740154
CAB39	1.14E-06	-0.3565034
NA	1.15E-06	0.2817986
ZNF22	1.17E-06	-0.4072153
NA	1.17E-06	-0.4048426
NA	1.19E-06	-0.4050954
CLPP	1.20E-06	-0.4718767
ECD	1.21E-06	-0.28065
NA	1.24E-06	0.2814825
GOLGA4	1.25E-06	-0.561861
EXOC3L1	1.25E-06	-0.5980442
NA	1.26E-06	0.381744
NA	1.26E-06	-0.2750696
DEPDC1B	1.27E-06	0.2715553
NA	1.28E-06	0.2305171
GGT3P	1.29E-06	0.1915313
TRIM44	1.30E-06	-0.5191561
KIZ	1.32E-06	0.2325182
NA	1.33E-06	0.287317
ASB3	1.34E-06	-0.4068945
NA	1.34E-06	-0.7875142
SPIN1	1.38E-06	-0.5032564
ACAD8	1.39E-06	0.293459
NA	1.39E-06	-0.271799
PIK3CA	1.40E-06	-0.2783368
NA	1.41E-06	0.2917449
NA	1.41E-06	-0.3100123
NRP1	1.42E-06	-0.4372956
CTR9	1.43E-06	-0.3091747
RORA	1.45E-06	0.2592724
CALD1	1.45E-06	-0.5413763
TTYH3	1.46E-06	-0.3312349
BRD3	1.47E-06	-0.3282534
PCBP1	1.49E-06	-0.4483481
PBX1	1.49E-06	-0.3817348
FSTL1	1.50E-06	0.3306987
NA	1.50E-06	0.2454477
SLC13A2	1.51E-06	0.2635397
DYNC1LI2	1.51E-06	-0.3951334
HEG1	1.51E-06	-0.5581098
MYZAP	1.51E-06	-1.1038528
PRPF6	1.52E-06	-0.3006809
GNA12	1.53E-06	-0.4719023
KIAA0195	1.53E-06	-0.4370953
PLBD1	1.54E-06	-0.6287689
NA	1.54E-06	-0.6730037
NA	1.54E-06	-0.5623769
PIK3CA	1.55E-06	-0.4130302
NA	1.56E-06	0.2827707
OSMR	1.56E-06	0.2611913
SYNPO2	1.56E-06	-0.5628265
LPHN3	1.58E-06	-0.3188071
PPP1R7	1.59E-06	-0.3229254
NA	1.60E-06	0.2113518
PABPC4	1.61E-06	-0.3341974
NA	1.61E-06	0.2053968
CLEC2D	1.62E-06	-0.7663849
SMS	1.65E-06	-0.5274404
WDTC1	1.65E-06	-0.3122399
NA	1.66E-06	0.2400865
TNS3	1.67E-06	-0.397374
NA	1.69E-06	0.2366953
NDUFB5	1.71E-06	-0.5478357
KCNJ11	1.71E-06	0.4118927
PTPN2	1.71E-06	0.2823935
NA	1.72E-06	0.2440407
PXN	1.74E-06	-0.4941719
AP1S2	1.77E-06	0.2597447
HMGXB4	1.78E-06	-0.2859087
COPS2	1.78E-06	-0.3883637
UBE2H	1.81E-06	0.299064
ABCC12	1.81E-06	0.2421199
CRKL	1.81E-06	0.2671268
KLHL42	1.83E-06	-0.2845201
ARHGAP26	1.83E-06	-0.2697613
TSSK3	1.84E-06	0.2104254
ZNF106	1.86E-06	-0.8042423
BECN1	1.86E-06	-0.4246469
STAU1	1.90E-06	-0.3352478
LOC102546299	1.91E-06	0.3035666
GFPT1	1.91E-06	-0.4705441
NA	1.91E-06	-0.56458
TFE3	1.92E-06	0.2619557
CISD1	1.93E-06	-0.5595047
TTBK2	1.94E-06	0.2297567
NA	1.95E-06	0.2353236
NA	1.96E-06	0.2199046
NCKAP5	1.97E-06	0.3125981
NA	1.99E-06	0.3306371
SLC2A8	2.00E-06	0.3544058
P2RY14	2.03E-06	-0.3134176
ABL1	2.06E-06	0.5740923
FBXO17	2.09E-06	-0.5908867
NA	2.10E-06	0.2168724
SLC8A1	2.12E-06	-0.8015049
SPIRE2	2.12E-06	-0.5783279
MED4	2.12E-06	-0.3485072
CDX1	2.13E-06	0.2078804
CCT8	2.13E-06	-0.5584744
YEATS2	2.13E-06	0.2819574
SIRT5	2.14E-06	-0.2931987
NA	2.15E-06	0.3743496
TNFRSF17	2.15E-06	-0.4495946
VDAC2	2.15E-06	-0.4098299
NPR1	2.20E-06	0.2206807
NA	2.23E-06	0.579567
ALKBH3	2.23E-06	0.6191735
NFE2L1	2.24E-06	-0.7501614
NA	2.24E-06	0.3718631
EIF4B	2.25E-06	-0.330756
SPC25	2.26E-06	-0.2551965
DNTTIP2	2.27E-06	-0.6014092
RAF1	2.29E-06	-0.3927609
TMEM220	2.31E-06	0.273834
ELOVL6	2.31E-06	-0.6634513
IARS	2.32E-06	-0.417845
GABARAPL1	2.32E-06	-0.3993899
HSDL2	2.33E-06	-0.7529588
DCAF6	2.34E-06	-0.4323836
DEFB126	2.35E-06	0.2180449
REV3L	2.37E-06	-0.381189
TRAF2	2.38E-06	-0.3372493
DIP2B	2.38E-06	-0.318393
NPAS1	2.42E-06	-0.3469182
IFITM3	2.42E-06	0.7870396
IL20RB	2.42E-06	0.2485759
TGFBR2	2.43E-06	0.211415
DRG1	2.45E-06	-0.5112835
LOC100131943	2.45E-06	0.4982781
PDXK	2.45E-06	-0.3249999
HNRNPU	2.48E-06	-0.3511873
MEF2C	2.51E-06	0.2187846
FILIP1	2.52E-06	-0.4478158
SFXN4	2.52E-06	-0.2703276
NA	2.53E-06	-0.336725
AFAP1L1	2.53E-06	-0.47992
FOXP1	2.59E-06	-0.3579365
NA	2.60E-06	0.2969722
NOD2	2.62E-06	-0.4583865
NA	2.65E-06	0.3550482
NA	2.65E-06	-0.3501481
PFDN1	2.68E-06	-0.4566335
PROS1	2.69E-06	-1.1222841
CYP3A5	2.71E-06	0.5202096
NAT2	2.74E-06	0.2943801
RNF14	2.75E-06	-0.2912671
FAM151A	2.78E-06	-0.3426814
NA	2.80E-06	0.2166284
ARF4	2.82E-06	-0.5138065
MT1E	2.83E-06	-0.4404409
MKRN1	2.84E-06	-0.5063374
DYNLL1	2.85E-06	-0.6741983
SPG20	2.86E-06	-0.4193455
TRPM1	2.86E-06	0.2540146
SERBP1	2.88E-06	-0.2652506
NA	2.88E-06	0.2406248
L3MBTL4	2.89E-06	0.2387005
CGNL1	2.89E-06	-0.5327251
KIT	2.91E-06	0.298674
FBXO6	2.92E-06	-0.2879377
RANBP9	2.92E-06	-0.2421338
YTHDC1	2.93E-06	-0.3394718
RLIM	2.93E-06	-0.3638451
NA	2.95E-06	0.6360647
LTBP2	2.97E-06	-0.7112626
NA	2.98E-06	0.2417325
SLC16A1	2.99E-06	-0.7155453
ANTXR1	3.02E-06	-0.3163885
PIAS1	3.03E-06	-0.3671614
CETN2	3.05E-06	-0.3020373
KANSL2	3.05E-06	-0.419911
MDM4	3.06E-06	0.2337892
KLHL12	3.06E-06	-0.3681266
XPO1	3.07E-06	-0.4024487
NA	3.07E-06	0.2083076
NA	3.08E-06	0.2464124
NA	3.09E-06	0.3649527
NA	3.10E-06	0.2388677
NA	3.12E-06	0.2490243
ZNF549	3.13E-06	-0.2688302
AMBP	3.15E-06	0.2753285
SMAD5	3.15E-06	-0.3502551
GLYAT	3.16E-06	0.2646297
ARHGEF10L	3.19E-06	-0.3379095
PGAP3	3.20E-06	-0.3128529
FAM216B	3.20E-06	0.2816253
ZNF407	3.21E-06	0.2549842
FOXO3	3.24E-06	-0.435439
HMGB3	3.24E-06	-0.6289152
PRRG2	3.24E-06	-0.3543866
CDYL2	3.27E-06	0.3239628
